x,t=2.00e+07s,t=3.98e+08s,t=7.77e+08s,t=1.16e+09s
1.389389389389389489e-05,6.982242664137666117e-15,1.916209180713150740e+09,2.000609255252460156e+13,9.046416180369243750e+14
1.391391391391391452e-05,3.356075370764374605e-15,1.318232029116101265e+09,1.506210803372448047e+13,7.070464019941768750e+14
1.393393393393393415e-05,1.613125365295697500e-15,9.063992113668192625e+08,1.133302449607902734e+13,5.521605023987594375e+14
1.395395395395395379e-05,7.753614130679258967e-16,6.229158996134949923e+08,8.522098236233979492e+12,4.308569711179588750e+14
1.397397397397397511e-05,3.726832709762092331e-16,4.278829673717026711e+08,6.404597792090974609e+12,3.359351949545305625e+14
1.399399399399399475e-05,1.791328624898070456e-16,2.937714887939615846e+08,4.810449994557525391e+12,2.617198377737989375e+14
1.401401401401401438e-05,8.610141476710950114e-17,2.015982042867601812e+08,3.611036622605692871e+12,2.037420283445435312e+14
1.403403403403403401e-05,4.138519115282826388e-17,1.382799725012984574e+08,2.709157053015678223e+12,1.584862104015487188e+14
1.405405405405405365e-05,1.989203896735130239e-17,9.480488026549577713e+07,2.031403785422343994e+12,1.231893519121892031e+14
1.407407407407407497e-05,9.561219681629542829e-18,6.496867333659233898e+07,1.522375319278965332e+12,9.568185613987709375e+13
1.409409409409409461e-05,4.595650082412668433e-18,4.450227838780468702e+07,1.140286973704889404e+12,7.426164760668807812e+13
1.411411411411411424e-05,2.208921455459057995e-18,3.046971727960206941e+07,8.536444614167498779e+11,5.759461931563324219e+13
1.413413413413413387e-05,1.061727969403353507e-18,2.085285205965676159e+07,6.387247514112440186e+11,4.463600339746896875e+13
1.415415415415415520e-05,5.103239015074602227e-19,1.426514629527558386e+07,4.776696827569589233e+11,3.456833065640429688e+13
1.417417417417417484e-05,2.452890881197834276e-19,9.754466972230790183e+06,3.570443125086664429e+11,2.675252809138128516e+13
1.419419419419419447e-05,1.178990261455266197e-19,6.667302507369670086e+06,2.667474692356557312e+11,2.068941018806779297e+13
1.421421421421421410e-05,5.666852104014617172e-20,4.555318943124780431e+06,1.991890323989629211e+11,1.598938429420123438e+13
1.423423423423423374e-05,2.723787434731181996e-20,3.111086495321473107e+06,1.486690561594653015e+11,1.234864075139639453e+13
1.425425425425425506e-05,1.309194645882271944e-20,2.123893090336151887e+06,1.109095291409877777e+11,9.530457300433296875e+12
1.427427427427427470e-05,6.292669250923931242e-21,1.449382600319613470e+06,8.270147707039135742e+10,7.350532853989689453e+12
1.429429429429429433e-05,3.024581338497110948e-21,9.887028040335964179e+05,6.163916656567642975e+10,5.665492729190981445e+12
1.431431431431431396e-05,1.453768688615036189e-21,6.741915090747238137e+05,4.592003857650680542e+10,4.363887656898975098e+12
1.433433433433433529e-05,6.987551704606278627e-22,4.595555281772604212e+05,3.419421060307280731e+10,3.359151808793719727e+12
1.435435435435435492e-05,3.358570283468058653e-22,3.131354830115551013e+05,2.545133569799394608e+10,2.584098299004455566e+12
1.437437437437437456e-05,1.614297343198594679e-22,2.132890041176893283e+05,1.893559666358988190e+10,1.986620200050590820e+12
1.439439439439439419e-05,7.759117148408891031e-23,1.452274888748230878e+05,1.408187675677756310e+10,1.526335918996544922e+12
1.441441441441441552e-05,3.729415517168337792e-23,9.884975727916858159e+04,1.046785934953816605e+10,1.171973684707711914e+12
1.443443443443443515e-05,1.792540295167989090e-23,6.725909248625878536e+04,7.778101977763181686e+09,8.993339903733320312e+11
1.445445445445445478e-05,8.615823059534707567e-24,4.574853328679274273e+04,5.777106543934865952e+09,6.897035765985502930e+11
1.447447447447447442e-05,4.141181907226575318e-24,3.110686490268312991e+04,4.289144160044721603e+09,5.286218850557656860e+11
1.449449449449449405e-05,1.990451217096674838e-24,2.114415284863897614e+04,3.183148655817675114e+09,4.049224140649629517e+11
1.451451451451451538e-05,9.567059251206001454e-25,1.436750509162298840e+04,2.361411413554212570e+09,3.099882975355057373e+11
1.453453453453453501e-05,4.598382418273884375e-25,9.759587501040416100e+03,1.751125455785675049e+09,2.371746835419248047e+11
1.455455455455455464e-05,2.210199144732780454e-25,6.627390641340167349e+03,1.298063977957119942e+09,1.813608808928743286e+11
1.457457457457457428e-05,1.062325060893085967e-25,4.499006517167420498e+03,9.618569703645882607e+08,1.386033820177946167e+11
1.459459459459459561e-05,5.106027488206484518e-26,3.053201893676584859e+03,7.124637072922182083e+08,1.058672405063218536e+11
1.461461461461461524e-05,2.454192207804811206e-26,2.071386511841667925e+03,5.275396416543480754e+08,8.081826200801174927e+10
1.463463463463463487e-05,1.179597114346923649e-26,1.404867364511922688e+03,3.904718885980716348e+08,6.166235759306291962e+10
1.465465465465465451e-05,5.669679843330097164e-27,9.525326477638502638e+02,2.889142381417093873e+08,4.702144494986384583e+10
1.467467467467467583e-05,2.725103974790247131e-27,6.456491124076077313e+02,2.136951967883811891e+08,3.583765040624472809e+10
1.469469469469469547e-05,1.309807060668794699e-27,4.375091445511021107e+02,1.580044540688505173e+08,2.729940938133222961e+10
1.471471471471471510e-05,6.295515351306095573e-28,2.963830175588216775e+02,1.167870606825986356e+08,2.078449881440929031e+10
1.473473473473473473e-05,3.025902699490679415e-28,2.007228371679818224e+02,8.629248963739655912e+07,1.581615198941904259e+10
1.475475475475475437e-05,1.454381505366730952e-28,1.358999221895891480e+02,6.373913314320845157e+07,1.202927416248375702e+10
1.477477477477477569e-05,6.990390576755641024e-29,9.198610064903236605e+01,4.706479460584104806e+07,9.144451420355867386e+09
1.479479479479479533e-05,3.359883788941108366e-29,6.224541886305105010e+01,3.474121407450099289e+07,6.947968178258759499e+09
1.481481481481481496e-05,1.614904288672795808e-29,4.210913674229031045e+01,2.563625248442686349e+07,5.276454193224157333e+09
1.483483483483483459e-05,7.761917777559260155e-30,2.847938411894866206e+01,1.891153151924187317e+07,4.005096084955314159e+09
1.485485485485485592e-05,3.730705847361259803e-30,1.925624857400769230e+01,1.394643896788499132e+07,3.038591515815090656e+09
1.487487487487487555e-05,1.793133808610514796e-30,1.301670639058561285e+01,1.028173148155559041e+07,2.304212271286560535e+09
1.489489489489489519e-05,8.618548161143444866e-31,8.796711410924778818e+00,7.577697804325140081e+06,1.746487865913371801e+09
1.491491491491491482e-05,4.142430689897261276e-31,5.943343641416082512e+00,5.583135591961677186e+06,1.323133591324892044e+09
1.493493493493493445e-05,1.991022251963070642e-31,4.014523716605509662e+00,4.112355801539899316e+06,1.001933592056550622e+09
1.495495495495495578e-05,9.569664310237475398e-32,2.711011175107591598e+00,3.028143992147705052e+06,7.583564002042138577e+08
1.497497497497497541e-05,4.599567763250763984e-32,1.830307516212017482e+00,2.229140212154359557e+06,5.737318794383672476e+08
1.499499499499499505e-05,2.210736943211518205e-32,1.235417229248234827e+00,1.640495109510131879e+06,4.338582087344347239e+08
1.501501501501501468e-05,1.062568278768409382e-32,8.336839058767485655e-01,1.206954294947414426e+06,3.279380762335470915e+08
1.503503503503503601e-05,5.107123458408829647e-33,5.624561520764096434e-01,8.877417716755339643e+05,2.477667432414526343e+08
1.505505505505505564e-05,2.454684044636744657e-33,3.793819906700964806e-01,6.527757686507897452e+05,1.871126930878375769e+08
1.507507507507507528e-05,1.179816804103039418e-33,2.558390370728847452e-01,4.798709942057416774e+05,1.412454477292108834e+08
1.509509509509509491e-05,5.670655854090270465e-34,1.724885332251185344e-01,3.526708987837846507e+05,1.065757804274692237e+08
1.511511511511511624e-05,2.725534866443856870e-34,1.162674636829836433e-01,2.591199912463934743e+05,8.038171921394567192e+07
1.513513513513513587e-05,1.309995885099208395e-34,7.835413792522738508e-02,1.903355385649965901e+05,6.059999649151526392e+07
1.515515515515515550e-05,6.296335488817566041e-35,5.279255011700748068e-02,1.397745155435440829e+05,4.566739675196722895e+07
1.517517517517517514e-05,3.026255074265221890e-35,3.556243500360224685e-02,1.026187465830961592e+05,3.440012706817955524e+07
1.519519519519519477e-05,1.454530870480382066e-35,2.395077907693410682e-02,7.532123778526725073e+04,2.590214540080258995e+07
1.521521521521521610e-05,6.991012825337844639e-36,1.612717313007670794e-02,5.527154890539838379e+04,1.949553099565970525e+07
1.523523523523523573e-05,3.360137113023698634e-36,1.085696469796015168e-02,4.054904753573122434e+04,1.466762379379143193e+07
1.525525525525525536e-05,1.615004162749138442e-36,7.307541414840216729e-03,2.974102182526046454e+04,1.103091449765749834e+07
1.527527527527527669e-05,7.762293144160419476e-37,4.917540197063165024e-03,2.180864437501921566e+04,8.292624787432889454e+06
1.529529529529529463e-05,3.730836201252203175e-37,3.308562936410676131e-03,1.598822839049459799e+04,6.231647980236732401e+06
1.531531531531531596e-05,1.793172517284324923e-37,2.225598341904426718e-03,1.171850516824103761e+04,4.681077676313932985e+06
1.533533533533533729e-05,8.618619684083568714e-38,1.496825342829679814e-03,8.587081418812585980e+03,3.514976614348193165e+06
1.535535535535535522e-05,4.142410288930833615e-38,1.006499220718735498e-03,6.291029360584003371e+03,2.638361423266427126e+06
1.537537537537537655e-05,1.990986246313622284e-38,6.766666101117503216e-04,4.607887483434788919e+03,1.979625196862404468e+06
1.539539539539539449e-05,9.569365937595295483e-39,4.548372615148506639e-04,3.374327876672087314e+03,1.484807166101735784e+06
1.541541541541541582e-05,4.599364415176081751e-39,3.056738538006246141e-04,2.470467666286907388e+03,1.113261209878532914e+06
1.543543543543543715e-05,2.210610537461497255e-39,2.053915078609695321e-04,1.808334431724888418e+03,8.343832232957559172e+05
1.545545545545545509e-05,1.062493810894931673e-39,1.379842641177552939e-04,1.323388016402892163e+03,6.251396141271493398e+05
1.547547547547547641e-05,5.106699950127377147e-40,9.268308203654427202e-05,9.682905228709510084e+02,4.682016466620808351e+05
1.549549549549549435e-05,2.454449119650524304e-40,6.224380375796396015e-05,7.083295409045838369e+02,3.505377411718060030e+05
1.551551551551551568e-05,1.179688885366114532e-40,4.179433761372168115e-05,5.180567697959410225e+02,2.623517801817503641e+05
1.553553553553553701e-05,5.669969258692298693e-41,2.805855693447098506e-05,3.788199110285992788e+02,1.962827205782834208e+05
1.555555555555555495e-05,2.725170534751366456e-41,1.883391753338994112e-05,2.769509071411816308e+02,1.468014565647594573e+05
1.557557557557557627e-05,1.309804354125166055e-41,1.263991982038282691e-05,2.024363157794719541e+02,1.097565145209816692e+05
1.559559559559559760e-05,6.295336382979651439e-42,8.481587667018226960e-06,1.479417561395500798e+02,8.203199689435861364e+04
1.561561561561561554e-05,3.025737301821208349e-42,5.690363649650522504e-06,1.080963140122194517e+02,6.129014756602480338e+04
1.563563563563563687e-05,1.454264041977764770e-42,3.817101892300369671e-06,7.896775927906695358e+01,4.577768362879547931e+04
1.565565565565565481e-05,6.989644405935380138e-43,2.560113231147199596e-06,5.767778696249623493e+01,3.418015784334696946e+04
1.567567567567567613e-05,3.359438292327055113e-43,1.716789692100106487e-06,4.211998626730764528e+01,2.551248395133000304e+04
1.569569569569569746e-05,1.614648621237482849e-43,1.151087459473309530e-06,3.075315753822684428e+01,1.903667809035500977e+04
1.571571571571571540e-05,7.760490231601336147e-44,7.716735951974724886e-07,2.244988145147529224e+01,1.420007456035146242e+04
1.573573573573573673e-05,3.729924669801268444e-44,5.172420542222643878e-07,1.638559482390304822e+01,1.058893792215901885e+04
1.575575575575575467e-05,1.792712884445271865e-44,3.466487619598312686e-07,1.195735579456765407e+01,7.893648180113300441e+03
1.577577577577577599e-05,8.616307598368063854e-45,2.322853785977880364e-07,8.724364868588002864e+00,5.882581722559783884e+03
1.579579579579579732e-05,4.141249786266544808e-45,1.556292535528834332e-07,6.364424670436276799e+00,4.382523478516909563e+03
1.581581581581581526e-05,1.990404918709455846e-45,1.042553790772547661e-07,4.642074051717195005e+00,3.263982625327132155e+03
1.583583583583583659e-05,9.566459231401920240e-46,6.983036484221557393e-08,3.385271227264000871e+00,2.430188391780380698e+03
1.585585585585585453e-05,4.597913470946345566e-46,4.676591846337007890e-08,2.468335927121995788e+00,1.808846699254960868e+03
1.587587587587587586e-05,2.209887390976410464e-46,3.131516097678039289e-08,1.799472988674966079e+00,1.345967220204733621e+03
1.589589589589589718e-05,1.062133914017860437e-46,2.096623978577473110e-08,1.311648735069030902e+00,1.001242507910048403e+03
1.591591591591591512e-05,5.104911194698111845e-47,1.403549889125383706e-08,9.559204738338537011e-01,7.445901908354996976e+02
1.593593593593593645e-05,2.453561176567317720e-47,9.394577277011012966e-09,6.965604897747930124e-01,5.535664034864522591e+02
1.595595595595595778e-05,1.179248617773406153e-47,6.287375278367388993e-09,5.074924697970677467e-01,4.114316111970438783e+02
1.597597597597597572e-05,5.667788646818446970e-48,4.207314073156240551e-09,3.696876025966722157e-01,3.057047801679619852e+02
1.599599599599599704e-05,2.724091588891237463e-48,2.815039821830625405e-09,2.692622712981307953e-01,2.270829645317240590e+02
1.601601601601601498e-05,1.309271010112410610e-48,1.883253805469095344e-09,1.960885616468034109e-01,1.686342294482359421e+02
1.603603603603603631e-05,6.292702319901905470e-49,1.259732976577120618e-09,1.427795301342283663e-01,1.251949609738229157e+02
1.605605605605605764e-05,3.024437496620458631e-49,8.425469300668836784e-10,1.039482902504134665e-01,9.291995293545276979e+01
1.607607607607607558e-05,1.453623150896587329e-49,5.634511587151857986e-10,7.566712608971529197e-02,6.894665380732240578e+01
1.609609609609609690e-05,6.986486764004202170e-50,3.767607330316736532e-10,5.507270110563373261e-02,5.114468867588460910e+01
1.611611611611611484e-05,3.357883646118584642e-50,2.518968696841850723e-10,4.007795164316524383e-02,3.792905841943796474e+01
1.613613613613613617e-05,1.613883718336682008e-50,1.683946462667437300e-10,2.916187203069723136e-02,2.812087252286244876e+01
1.615615615615615750e-05,7.756729244109943621e-51,1.125596528647231123e-10,2.121615885827401668e-02,2.084355297927785244e+01
1.617617617617617544e-05,3.728076541877065996e-51,7.522925168736684465e-11,1.543335392576595903e-02,1.544549916688895230e+01
1.619619619619619676e-05,1.791805253154682542e-51,5.027369879399917367e-11,1.122526970985927505e-02,1.144248587726836952e+01
1.621621621621621809e-05,8.611852615675638877e-52,3.359275301271153320e-11,8.163508867504044170e-03,8.474772528653463866e+00
1.623623623623623603e-05,4.139064276540243803e-52,2.244406767866358816e-11,5.936100744559788533e-03,6.275176171763229505e+00
1.625625625625625736e-05,1.989333300905882213e-52,1.499371679508288445e-11,4.315892834265777980e-03,4.645312899892067193e+00
1.627627627627627530e-05,9.561207322670598727e-53,1.001542395699248206e-11,3.137514297576877737e-03,3.437923104944895503e+00
1.629629629629629663e-05,4.595340745170627633e-53,6.689323588788152926e-12,2.280589466187320918e-03,2.543726596286718600e+00
1.631631631631631795e-05,2.208627661354770709e-53,4.467334067617902595e-12,1.657507539878713037e-03,1.881649498002520238e+00
1.633633633633633589e-05,1.061517352204502768e-53,2.983104947324248949e-12,1.204513188921115018e-03,1.391560150373334803e+00
1.635635635635635722e-05,5.101894726246044914e-54,1.991787595031213469e-12,8.752173068804490778e-04,1.028871448605982897e+00
1.637637637637637516e-05,2.452085976784912058e-54,1.329757376943136197e-12,6.358712038767965055e-04,7.605312032849415038e-01
1.639639639639639649e-05,1.178527444904209593e-54,8.876815358009917105e-13,4.619255321297831827e-04,5.620444331375347158e-01
1.641641641641641781e-05,5.664264364959435980e-55,5.925129547814227698e-13,3.355250452935509028e-04,4.152626296861120503e-01
1.643643643643643575e-05,2.722369916633921586e-55,3.954530104389956634e-13,2.436849425616669884e-04,3.067429002357345835e-01
1.645645645645645708e-05,1.308430226034472181e-55,2.639057020251246137e-13,1.769635500881476737e-04,2.265304227785165381e-01
1.647647647647647841e-05,6.288597653322448134e-56,1.761002561533340937e-13,1.284963878729480317e-04,1.672552524765980875e-01
1.649649649649649635e-05,3.022434244171061852e-56,1.174975999551765519e-13,9.329332518870208648e-05,1.234625001449782128e-01
1.651651651651651767e-05,1.452645772819129349e-56,7.838920497635384282e-14,6.772723719568397621e-05,9.111571593851999773e-02
1.653653653653653561e-05,6.981719566984173847e-57,5.229284093863248139e-14,4.916203501482694277e-05,6.722878789445239922e-02
1.655655655655655694e-05,3.355559082360090671e-57,3.488087545367807081e-14,3.568211694502144440e-05,4.959316991505375444e-02
1.657657657657657827e-05,1.612750530964708759e-57,2.326441436315344041e-14,2.589561308045974989e-05,3.657580384977820315e-02
1.659659659659659621e-05,7.751206591276592094e-58,1.551518362760537559e-14,1.879131429817323853e-05,2.696945261819265471e-02
1.661661661661661754e-05,3.725385730953784535e-58,1.034623162543497849e-14,1.363465117627557540e-05,1.988187939243354907e-02
1.663663663663663547e-05,1.790494528292322669e-58,6.898717861052371017e-15,9.892074031717912986e-06,1.465381115343327920e-02
1.665665665665665680e-05,8.605469449608208595e-59,4.599555927760607776e-15,7.176086481524019664e-06,1.079822549107235970e-02
1.667667667667667813e-05,4.135956425592505905e-59,3.066374363586829221e-15,5.205296483753699238e-06,7.955429416826859459e-03
1.669669669669669607e-05,1.987820482876061982e-59,2.044073984065524221e-15,3.775385422904177757e-06,5.859830758283136702e-03
1.671671671671671740e-05,9.553844936756808351e-60,1.362481512552547532e-15,2.738013863997519231e-06,4.315364674054001336e-03
1.673673673673673872e-05,4.591758472674084021e-60,9.080872959166664536e-16,1.985496006091246203e-06,3.177325278260932900e-03
1.675675675675675666e-05,2.206885014156150553e-60,6.051847201518460044e-16,1.439666553088752393e-06,2.338936101902855738e-03
1.677677677677677799e-05,1.060669785893947572e-60,4.032850048093298577e-16,1.043794067082973482e-06,1.721425729083634780e-03
1.679679679679679593e-05,5.097773241484358134e-61,2.687202206956670630e-16,7.567078298440413498e-07,1.266695470952670498e-03
1.681681681681681726e-05,2.450082188422192267e-61,1.790412733918628079e-16,5.485328020453828628e-07,9.319033577604591547e-04
1.683683683683683858e-05,1.177553419274306059e-61,1.192808937226378659e-16,3.975927181395646276e-07,6.854645426199994923e-04
1.685685685685685652e-05,5.659530548045007137e-62,7.946097708824463096e-17,2.881616273336603400e-07,5.040983708909387538e-04
1.687687687687687785e-05,2.720069655526893276e-62,5.293008330373555099e-17,2.088316122947701082e-07,3.706487066294274495e-04
1.689689689689689579e-05,1.307312669735169740e-62,3.525472075915862230e-17,1.513279522860655006e-07,2.724753933298576123e-04
1.691691691691691712e-05,6.283169023946381018e-63,2.348001482475705386e-17,1.096491672058875060e-07,2.002674615577203871e-04
1.693693693693693844e-05,3.019797661943905947e-63,1.563673935297357218e-17,7.944292571566668486e-08,1.471676986912564850e-04
1.695695695695695638e-05,1.451365435029911742e-63,1.041264643774167294e-17,5.755317262432412407e-08,1.081270349141504587e-04
1.697697697697697771e-05,6.975503128677690624e-64,6.933355842983922422e-18,4.169153509075884018e-08,7.942851821749915794e-05
1.699699699699699904e-05,3.352541256651156763e-64,4.616295967031047857e-18,3.019892661985427797e-08,5.833640675063429842e-05
1.701701701701701698e-05,1.611285712775006052e-64,3.073349330700856447e-18,2.187260707421450941e-08,4.283754829157395734e-05
1.703703703703703831e-05,7.744097536432603837e-65,2.045967219845432074e-18,1.584073886008723232e-08,3.145081615849039906e-05
1.705705705705705624e-05,3.721936041137211528e-65,1.361928192254164289e-18,1.147140377767327721e-08,2.308672190337161359e-05
1.707707707707707757e-05,1.788820781758109487e-65,9.065230912967388747e-19,8.306620167933651272e-09,1.694401445555458077e-05
1.709709709709709890e-05,8.597349708769414360e-66,6.033550868984756398e-19,6.014495315902845903e-09,1.243353698917181203e-05
1.711711711711711684e-05,4.132017853470930267e-66,4.015474320474220157e-19,4.354531913442009665e-09,9.122167523960107312e-06
1.713713713713713817e-05,1.985910273931435467e-66,2.672211387173868714e-19,3.152474644970610567e-09,6.691554289979266764e-06
1.715715715715715611e-05,9.544581553768740985e-67,1.778177717692180569e-19,2.282075190166112673e-09,4.907747445429010845e-06
1.717717717717717743e-05,4.587266819280780928e-67,1.183178372294181868e-19,1.651873931920682297e-09,3.598854308754519822e-06
1.719719719719719876e-05,2.204707345107896163e-67,7.872203129012901966e-20,1.195619055673570362e-09,2.638601485280005604e-06
1.721721721721721670e-05,1.059614117139795148e-67,5.237375036862296299e-20,8.653227181719256605e-10,1.934244755254568848e-06
1.723723723723723803e-05,5.092656250088922017e-68,3.484196716723737294e-20,6.262288895064331523e-10,1.417678482187948219e-06
1.725725725725725597e-05,2.447602175262217065e-68,2.317733866574262077e-20,4.531668875179007964e-10,1.038899080896337216e-06
1.727727727727727729e-05,1.176351579479047967e-68,1.541688610882119240e-20,3.279092539382363405e-10,7.612001521417829746e-07
1.729729729729729862e-05,5.653706922312728313e-69,1.025421095277613459e-20,2.372575078554186510e-10,5.576411966958001974e-07
1.731731731731731656e-05,2.717248054736513031e-69,6.819940759956374712e-21,1.716553686461310100e-10,4.084528201268947936e-07
1.733733733733733789e-05,1.305945715917606090e-69,4.535571416208868669e-21,1.241841865592382562e-10,2.991304271417013259e-07
1.735735735735735921e-05,6.276547328902274306e-70,3.016176474630055628e-21,8.983529997360273877e-11,2.190339833545965450e-07
1.737737737737737715e-05,3.016590340850177476e-70,2.005649748078167115e-21,6.498302179621841230e-11,1.603596865764395774e-07
1.739739739739739848e-05,1.449812066573326289e-70,1.333605312832535566e-21,4.700296663890593530e-11,1.173849035972745567e-07
1.741741741741741642e-05,6.967980560703026237e-71,8.866938336278238976e-22,3.399565793596188045e-11,8.591385513932903283e-08
1.743743743743743775e-05,3.348898600697809518e-71,5.895144747494387571e-22,2.458639016114358445e-11,6.287074864333749137e-08
1.745745745745745908e-05,1.609521985800977314e-71,3.919132390651931220e-22,1.778031883678640087e-11,4.600119046715455605e-08
1.747747747747747701e-05,7.735558546906349330e-72,2.605315554241175979e-22,1.285754616154808282e-11,3.365309948207587023e-08
1.749749749749749834e-05,3.717802290665809114e-72,1.731832652361054461e-22,9.297168969392516243e-12,2.461598206910469439e-08
1.751751751751751628e-05,1.786819789550526085e-72,1.151136865834296519e-22,6.722297796702518487e-12,1.800304217459181674e-08
1.753753753753753761e-05,8.587664464196652658e-73,7.651096870389726291e-23,4.860259607280907066e-12,1.316472513422176639e-08
1.755755755755755894e-05,4.127330361748960363e-73,5.085063561995439331e-23,3.513793081405623124e-12,9.625324592077956679e-09
1.757757757757757688e-05,1.983641789429377020e-73,3.379444077037249013e-23,2.540201641371154534e-12,7.036507981769457855e-09
1.759759759759759820e-05,9.533604213227429636e-74,2.245797418800586557e-23,1.836266821364462443e-12,5.143250947375412879e-09
1.761761761761761953e-05,4.581955222548104732e-74,1.492356455836425972e-23,1.327331061306679246e-12,3.758871565888052947e-09
1.763763763763763747e-05,2.202137421028917004e-74,9.916341453433491287e-24,9.593981778210365601e-13,2.746736566117002644e-09
1.765765765765765880e-05,1.058370795993411210e-74,6.588818206897128441e-24,6.934177664149784982e-13,2.006858652476957416e-09
1.767767767767767674e-05,5.086641539334448740e-75,4.377649215024419480e-24,5.011500326194675378e-13,1.466078803086724542e-09
1.769769769769769806e-05,2.444692696897973346e-75,2.908385708175483621e-24,3.621742417067311431e-13,1.070875770938529363e-09
1.771771771771771939e-05,1.174944284889201674e-75,1.932150194785555883e-24,2.617246493228919104e-13,7.821005834802700072e-10
1.773773773773773733e-05,5.646900405290738657e-76,1.283535327460574897e-24,1.891251271900138456e-13,5.711212946106006609e-10
1.775775775775775866e-05,2.713956239894258328e-76,8.526151676823791394e-25,1.366569251658261983e-13,4.170007208641399825e-10
1.777777777777777660e-05,1.304353811772036445e-76,5.663394128040026621e-25,9.873977284611978154e-14,3.044306993847467497e-10
1.779779779779779792e-05,6.268849469580596653e-77,3.761657405244110498e-25,7.133964264560250597e-14,2.222203088745573364e-10
1.781781781781781925e-05,3.012868180767945256e-77,2.498392278320488029e-25,5.154046329132434356e-14,1.621896664607206395e-10
1.783783783783783719e-05,1.448012397669785926e-77,1.659285688350932108e-25,3.723441563120072645e-14,1.183606150463122577e-10
1.785785785785785852e-05,6.959279681840445459e-78,1.101947908042986422e-25,2.689799150497333216e-14,8.636470763222513719e-11
1.787787787787787985e-05,3.344692235054424415e-78,7.317799889210793521e-26,1.943007577713755307e-14,6.301020913531650720e-11
1.789789789789789778e-05,1.607488576783459262e-78,4.859367741248050891e-26,1.403488029746001435e-14,4.596544932401367094e-11
1.791791791791791911e-05,7.725729379818912393e-79,3.226702900929237583e-26,1.013731049581509423e-14,3.352729566783740092e-11
1.793793793793793705e-05,3.713051309007906976e-79,2.142487861582875270e-26,7.321782771090164672e-15,2.445188879599150703e-11
1.795795795795795838e-05,1.784523508413442439e-79,1.422519200472494309e-26,5.287997255231701505e-15,1.783091444340141642e-11
1.797797797797797971e-05,8.576566527915291683e-80,9.444489262641137300e-27,3.818968929103738054e-15,1.300117417946407123e-11
1.799799799799799765e-05,4.121967022770268739e-80,6.270173892628111836e-27,2.757920741208818424e-15,9.478502513803473762e-12
1.801801801801801897e-05,1.981049971469828845e-80,4.162571000907239346e-27,1.991583024102268952e-15,6.909482281454039833e-12
1.803803803803803691e-05,9.521080003215954646e-81,2.763279877932403959e-27,1.438123732540201441e-15,5.036169507502469238e-12
1.805805805805805824e-05,4.575903581675135147e-81,1.834296065576332408e-27,1.038425907473015772e-15,3.670326083273270987e-12
1.807807807807807957e-05,2.199213448647615111e-81,1.217574435248994984e-27,7.497844318940076215e-16,2.674600133254560142e-12
1.809809809809809751e-05,1.056958092422991292e-81,8.081711036228260174e-28,5.413512965419770184e-16,1.948782598965991103e-12
1.811811811811811883e-05,5.079816473962672387e-82,5.364052362226203742e-28,3.908445096630109306e-16,1.419772168121740732e-12
1.813813813813814016e-05,2.441395530124378127e-82,3.560121117716588214e-28,2.821701913421450407e-16,1.034248904110604111e-12
1.815815815815815810e-05,1.173351512700561792e-82,2.362755541592173266e-28,2.037045551352056612e-16,7.533261340427573050e-13
1.817817817817817943e-05,5.639206525799082029e-83,1.568033139664498369e-28,1.470527142935233865e-16,5.486469346145371844e-13
1.819819819819819737e-05,2.710239891918168338e-83,1.040577157151057669e-28,1.061520167304100579e-16,3.995353767536460600e-13
1.821821821821821869e-05,1.302558801476364685e-83,6.905197684759026020e-29,7.662430610581421192e-17,2.909177904833921956e-13
1.823823823823824002e-05,6.260179902873219251e-84,4.582061279249782079e-29,5.530802607423249366e-17,2.118061049301978222e-13
1.825825825825825796e-05,3.008681132101463553e-84,3.040386445509930134e-29,3.992025054507223845e-17,1.541914211302797729e-13
1.827827827827827929e-05,1.445990314207280995e-84,2.017344032241636476e-29,2.881257323040884420e-17,1.122369564441111096e-13
1.829829829829829723e-05,6.949514712655320676e-85,1.338488362040568719e-29,2.079479842847899650e-17,8.168943066639731021e-14
1.831831831831831856e-05,3.339976779219866362e-85,8.880406505978549713e-30,1.500760714342483942e-17,5.944982179233832000e-14
1.833833833833833988e-05,1.605211604425623131e-85,5.891621942854366356e-30,1.083059824578293725e-17,4.326037938765116942e-14
1.835835835835835782e-05,7.714734933331106731e-86,3.908596457431156042e-30,7.815879957135628677e-18,3.147643548628540385e-14
1.837837837837837915e-05,3.707742821823658204e-86,2.592930608972163968e-30,5.640114720645127417e-18,2.290005863271503782e-14
1.839839839839840048e-05,1.781960498886493879e-86,1.720066389011070572e-30,4.069891186083334249e-18,1.665880485026353077e-14
1.841841841841841842e-05,8.564192475288442721e-87,1.140995508955885701e-30,2.936720665291150934e-18,1.211734996894433566e-14
1.843843843843843974e-05,4.115993146404249975e-87,7.568454855053729182e-31,2.118983805758448589e-18,8.813093744570592945e-15
1.845845845845845768e-05,1.978166051046939012e-87,5.020133093212071517e-31,1.528896078537369932e-18,6.409238268119153958e-15
1.847847847847847901e-05,9.507158269629790799e-88,3.329722995102180747e-31,1.103097240809669076e-18,4.660602795206242488e-15
1.849849849849850034e-05,4.569183313612939143e-88,2.208441991852645034e-31,7.958574791008997490e-19,3.388720636482790145e-15
1.851851851851851828e-05,2.195969579469426538e-88,1.464701248871213575e-31,5.741728400227944944e-19,2.463699853180755215e-15
