x,t=1.00e-01s,t=2.00e-01s,t=5.00e-01s,t=1.00e+00s
6.489000000000000044e-06,2.195422350280998656e+18,3.031335415734048256e+18,3.711848448706131968e+18,3.795590443160593920e+18
6.496000000000000147e-06,2.168989776442495232e+18,2.993681595121620480e+18,3.665034332379165696e+18,3.747648947284359168e+18
6.503000000000000249e-06,2.142461897344085248e+18,2.955923068439772672e+18,3.618108838704374272e+18,3.699595258684435968e+18
6.509999999999999504e-06,2.115838486644708608e+18,2.918059733255442432e+18,3.571071956248179712e+18,3.651429377062115328e+18
6.516999999999999607e-06,2.089119317673022976e+18,2.880091487058253312e+18,3.523923673568837120e+18,3.603151302118450176e+18
6.523999999999999709e-06,2.062304163430644224e+18,2.842018227261615616e+18,3.476663979216581120e+18,3.554761033554304000e+18
6.530999999999999811e-06,2.035392796595414272e+18,2.803839851203747328e+18,3.429292861733714944e+18,3.506258571070326784e+18
6.537999999999999914e-06,2.008384989524694528e+18,2.765556256148754944e+18,3.381810309654727168e+18,3.457643914366964736e+18
6.545000000000000016e-06,1.981280514258715392e+18,2.727167339287699968e+18,3.334216311506414592e+18,3.408917063144460800e+18
6.552000000000000119e-06,1.954079142523939328e+18,2.688672997739651072e+18,3.286510855807983104e+18,3.360078017102862848e+18
6.559000000000000221e-06,1.926780645736466432e+18,2.650073128552759296e+18,3.238693931071169536e+18,3.311126775942021120e+18
6.565999999999999476e-06,1.899384795005488384e+18,2.611367628705330176e+18,3.190765525800355328e+18,3.262063339361601024e+18
6.572999999999999579e-06,1.871891361136737024e+18,2.572556395106864128e+18,3.142725628492660224e+18,3.212887707061062144e+18
6.579999999999999681e-06,1.844300114636028672e+18,2.533639324599166976e+18,3.094574227638095360e+18,3.163599878739693568e+18
6.586999999999999783e-06,1.816610825712785664e+18,2.494616313957388800e+18,3.046311311719635968e+18,3.114199854096591360e+18
6.593999999999999886e-06,1.788823264283635456e+18,2.455487259891109376e+18,2.997936869213364736e+18,3.064687632830680064e+18
6.600999999999999988e-06,1.760937199976018944e+18,2.416252059045405696e+18,2.949450888588568576e+18,3.015063214640699392e+18
6.608000000000000091e-06,1.732952402131851520e+18,2.376910608001923072e+18,2.900853358307855872e+18,2.965326599225219072e+18
6.615000000000000193e-06,1.704868639811215616e+18,2.337462803279957504e+18,2.852144266827274752e+18,2.915477786282632192e+18
6.621999999999999448e-06,1.676685681796092160e+18,2.297908541337527808e+18,2.803323602596433408e+18,2.865516775511176704e+18
6.628999999999999551e-06,1.648403296594116608e+18,2.258247718572437248e+18,2.754391354058579456e+18,2.815443566608899072e+18
6.635999999999999653e-06,1.620021252442400512e+18,2.218480231323378944e+18,2.705347509650764288e+18,2.765258159273709568e+18
6.642999999999999756e-06,1.591539317311359744e+18,2.178605975870993152e+18,2.656192057803921408e+18,2.714960553203344896e+18
6.649999999999999858e-06,1.562957258908607488e+18,2.138624848438949376e+18,2.606924986942994432e+18,2.664550748095390720e+18
6.656999999999999960e-06,1.534274844682859776e+18,2.098536745195036416e+18,2.557546285487050752e+18,2.614028743647276032e+18
6.664000000000000063e-06,1.505491841827908352e+18,2.058341562252229376e+18,2.508055941849390592e+18,2.563394539556281344e+18
6.671000000000000165e-06,1.476608017286603776e+18,2.018039195669782272e+18,2.458453944437661696e+18,2.512648135519537664e+18
6.677999999999999420e-06,1.447623137754908672e+18,1.977629541454309376e+18,2.408740281653991424e+18,2.461789531234040320e+18
6.684999999999999523e-06,1.418536969685948928e+18,1.937112495560852480e+18,2.358914941895057920e+18,2.410818726396620288e+18
6.691999999999999625e-06,1.389349279294159872e+18,1.896487953893995008e+18,2.308977913552260608e+18,2.359735720703994368e+18
6.698999999999999728e-06,1.360059832559420416e+18,1.855755812308920320e+18,2.258929185011791872e+18,2.308540513852730368e+18
6.705999999999999830e-06,1.330668395231265536e+18,1.814915966612514048e+18,2.208768744654774784e+18,2.257233105539269632e+18
6.712999999999999932e-06,1.301174732833110016e+18,1.773968312564443904e+18,2.158496580857366272e+18,2.205813495459920384e+18
6.720000000000000035e-06,1.271578610666540544e+18,1.732912745878245888e+18,2.108112681990875392e+18,2.154281683310865152e+18
6.727000000000000137e-06,1.241879793815627520e+18,1.691749162222417408e+18,2.057617036421879808e+18,2.102637668788162560e+18
6.734000000000000239e-06,1.212078047151295232e+18,1.650477457221500928e+18,2.007009632512338432e+18,2.050881451587752704e+18
6.740999999999999495e-06,1.182173135335723776e+18,1.609097526457183232e+18,1.956290458619712000e+18,1.999013031405459712e+18
6.747999999999999597e-06,1.152164822826787200e+18,1.567609265469363456e+18,1.905459503097058048e+18,1.947032407936978432e+18
6.754999999999999700e-06,1.122052873882564096e+18,1.526012569757274112e+18,1.854516754293173504e+18,1.894939580877911040e+18
6.761999999999999802e-06,1.091837052565851776e+18,1.484307334780553984e+18,1.803462200552697088e+18,1.842734549923740160e+18
6.768999999999999904e-06,1.061517122748754688e+18,1.442493455960340736e+18,1.752295830216217600e+18,1.790417314769848320e+18
6.776000000000000007e-06,1.031092848117299072e+18,1.400570828680374272e+18,1.701017631620402176e+18,1.737987875111511296e+18
6.783000000000000109e-06,1.000563992176097920e+18,1.358539348288076800e+18,1.649627593098099456e+18,1.685446230643907328e+18
6.790000000000000212e-06,9.699303182530656000e+17,1.316398910095659520e+18,1.598125702978464256e+18,1.632792381062118144e+18
6.796999999999999467e-06,9.391915895041649920e+17,1.274149409381211136e+18,1.546511949587069952e+18,1.580026326061137408e+18
6.803999999999999569e-06,9.083475689182040320e+17,1.231790741389782272e+18,1.494786321246010880e+18,1.527148065335849472e+18
6.810999999999999672e-06,8.773980193216913920e+17,1.189322801334505472e+18,1.442948806274039296e+18,1.474157598581070080e+18
6.817999999999999774e-06,8.463427033837176320e+17,1.146745484397674880e+18,1.390999392986671360e+18,1.421054925491523840e+18
6.824999999999999876e-06,8.151813836208935680e+17,1.104058685731844608e+18,1.338938069696297216e+18,1.367840045761854464e+18
6.831999999999999979e-06,7.839138224023319040e+17,1.061262300460930176e+18,1.286764824712300800e+18,1.314512959086625280e+18
6.839000000000000081e-06,7.525397819546777600e+17,1.018356223681303040e+18,1.234479646341180160e+18,1.261073665160328192e+18
6.846000000000000184e-06,7.210590243671852800e+17,9.753403504628898560e+17,1.182082522886649600e+18,1.207522163677376768e+18
6.852999999999999439e-06,6.894713115968435200e+17,9.322145758502759680e+17,1.129573442649777280e+18,1.153858454332127744e+18
6.859999999999999541e-06,6.577764054735345920e+17,8.889787948637844480e+17,1.076952393929062912e+18,1.100082536818846592e+18
6.866999999999999644e-06,6.259740677052747520e+17,8.456329025006054400e+17,1.024219365020598016e+18,1.046194410831758080e+18
6.873999999999999746e-06,5.940640598834713600e+17,8.021767937358778880e+17,9.713743442181544960e+17,9.921940760650195200e+17
6.880999999999999848e-06,5.620461434882378240e+17,7.586103635237900800e+17,9.184173198133038080e+17,9.380815322127283200e+17
6.887999999999999951e-06,5.299200798937660800e+17,7.149335067986854400e+17,8.653482800955386880e+17,8.838567789689324800e+17
6.895000000000000053e-06,4.976856303737377280e+17,6.711461184761591040e+17,8.121672133523815680e+17,8.295198160276222720e+17
6.902000000000000156e-06,4.653425561067949440e+17,6.272480934541634560e+17,7.588741078695046400e+17,7.750706430827453440e+17
6.908999999999999411e-06,4.328906181820567680e+17,5.832393266141091840e+17,7.054689519308523520e+17,7.205092598282073600e+17
6.915999999999999513e-06,4.003295776046717440e+17,5.391197128219512960e+17,6.519517338187270400e+17,6.658356659578526720e+17
6.922999999999999616e-06,3.676591953014611840e+17,4.948891469293193600e+17,5.983224418139485440e+17,6.110498611655064320e+17
6.929999999999999718e-06,3.348792321265701120e+17,4.505475237745996160e+17,5.445810641959386880e+17,5.561518451449503360e+17
6.936999999999999821e-06,3.019894488671954560e+17,4.060947381840437760e+17,4.907275892428492160e+17,5.011416175899329280e+17
6.943999999999999923e-06,2.689896062493576960e+17,3.615306849728687360e+17,4.367620052316727040e+17,4.460191781941729280e+17
6.951000000000000025e-06,2.358794649437278720e+17,3.168552589463631360e+17,3.826843004383602560e+17,3.907845266513617280e+17
6.958000000000000128e-06,2.026587855715064320e+17,2.720683549009867520e+17,3.284944631379374080e+17,3.354376626551661440e+17
6.965000000000000230e-06,1.693273287103559040e+17,2.271698676254759680e+17,2.741924816046191680e+17,2.799785858992322560e+17
6.971999999999999485e-06,1.358848549003906080e+17,1.821596919019513280e+17,2.197783441119328640e+17,2.244072960771945280e+17
6.978999999999999588e-06,1.023311246502011360e+17,1.370377225069998880e+17,1.652520389328070080e+17,1.687237928826520000e+17
6.985999999999999690e-06,6.866589844297361600e+16,9.180385421281024000e+16,1.106135543397271360e+17,1.129280760092122080e+17
6.992999999999999793e-06,3.488893674262243200e+16,4.645798178825515200e+16,5.586287860482479200e+16,5.702014515046634400e+16
6.999999999999999895e-06,9.999999999999913750e+14,9.999999999999892500e+14,9.999999999999935000e+14,1.000000000000002125e+15
