x,t=1.00e-01s,t=2.00e-01s,t=5.00e-01s,t=1.00e+00s
1.616999999999999934e-06,5.315206043525460992e+18,7.731073321721003008e+18,9.716811603153479680e+18,9.961285853666054144e+18
1.624000000000000037e-06,5.329073898575277056e+18,7.753301146457007104e+18,9.746053568636909568e+18,9.991392281835180032e+18
1.630999999999999927e-06,5.342876904296818688e+18,7.775438967143115776e+18,9.775185805880186880e+18,1.002138656036622336e+19
1.638000000000000030e-06,5.356615209226868736e+18,7.797486861146114048e+18,9.804208323619526656e+18,1.005126868948747674e+19
1.644999999999999920e-06,5.370288961343785984e+18,7.819444905607922688e+18,9.833121130566531072e+18,1.008103866942649754e+19
1.652000000000000023e-06,5.383898308067245056e+18,7.841313177444953088e+18,9.861924235408074752e+18,1.011069650041028608e+19
1.658999999999999913e-06,5.397443396257939456e+18,7.863091753347297280e+18,9.890617646806263808e+18,1.014024218266512384e+19
1.666000000000000016e-06,5.410924372217331712e+18,7.884780709778088960e+18,9.919201373398276096e+18,1.016967571641670042e+19
1.672999999999999906e-06,5.424341381687404544e+18,7.906380122972743680e+18,9.947675423796371456e+18,1.019899710189000090e+19
1.680000000000000009e-06,5.437694569850395648e+18,7.927890068938261504e+18,9.976039806587721728e+18,1.022820633930940006e+19
1.686999999999999899e-06,5.450984081328568320e+18,7.949310623452508160e+18,1.000429453033436979e+19,1.025730342889858458e+19
1.694000000000000002e-06,5.464210060183979008e+18,7.970641862063534080e+18,1.003243960357313536e+19,1.028628837088059392e+19
1.700999999999999892e-06,5.477372649918231552e+18,7.991883860088826880e+18,1.006047503481554534e+19,1.031516116547781018e+19
1.707999999999999995e-06,5.490471993472291840e+18,8.013036692614649856e+18,1.008840083254771098e+19,1.034392181291194778e+19
1.714999999999999885e-06,5.503508233226226688e+18,8.034100434495328256e+18,1.011621700523028685e+19,1.037257031340405555e+19
1.721999999999999988e-06,5.516481510999043072e+18,8.055075160352526336e+18,1.014392356129836032e+19,1.040110666717451264e+19
1.728999999999999878e-06,5.529391968048455680e+18,8.075960944574616576e+18,1.017152050916138189e+19,1.042953087444303462e+19
1.735999999999999981e-06,5.542239745070713856e+18,8.096757861315911680e+18,1.019900785720308326e+19,1.045784293542865715e+19
1.742999999999999871e-06,5.555024982200384512e+18,8.117465984496043008e+18,1.022638561378137498e+19,1.048604285034974618e+19
1.749999999999999974e-06,5.567747819010215936e+18,8.138085387799229440e+18,1.025365378722829722e+19,1.051413061942399590e+19
1.756999999999999864e-06,5.580408394510915584e+18,8.158616144673612800e+18,1.028081238584988672e+19,1.054210624286840832e+19
1.763999999999999967e-06,5.593006847151023104e+18,8.179058328330584064e+18,1.030786141792617677e+19,1.056996972089932186e+19
1.770999999999999857e-06,5.605543314816710656e+18,8.199412011744086016e+18,1.033480089171099853e+19,1.059772105373237248e+19
1.777999999999999960e-06,5.618017934831653888e+18,8.219677267649956864e+18,1.036163081543203430e+19,1.062536024158253261e+19
1.784999999999999850e-06,5.630430843956870144e+18,8.239854168545240064e+18,1.038835119729061888e+19,1.065288728466407014e+19
1.791999999999999953e-06,5.642782178390568960e+18,8.259942786687531008e+18,1.041496204546172928e+19,1.068030218319057101e+19
1.799000000000000055e-06,5.655072073768033280e+18,8.279943194094308352e+18,1.044146336809388442e+19,1.070760493737493914e+19
1.805999999999999946e-06,5.667300665161450496e+18,8.299855462542240768e+18,1.046785517330905293e+19,1.073479554742935962e+19
1.813000000000000048e-06,5.679468087079830528e+18,8.319679663566569472e+18,1.049413746920257946e+19,1.076187401356534784e+19
1.819999999999999939e-06,5.691574473468834816e+18,8.339415868460413952e+18,1.052031026384313754e+19,1.078884033599371059e+19
1.827000000000000041e-06,5.703619957710714880e+18,8.359064148274141184e+18,1.054637356527258214e+19,1.081569451492455424e+19
1.833999999999999932e-06,5.715604672624139264e+18,8.378624573814689792e+18,1.057232738150593331e+19,1.084243655056728883e+19
1.841000000000000034e-06,5.727528750464154624e+18,8.398097215644923904e+18,1.059817172053127168e+19,1.086906644313060966e+19
1.847999999999999925e-06,5.739392322922024960e+18,8.417482144083006464e+18,1.062390659030964429e+19,1.089558419282252186e+19
1.855000000000000027e-06,5.751195521125173248e+18,8.436779429201719296e+18,1.064953199877502157e+19,1.092198979985030554e+19
1.861999999999999918e-06,5.762938475637087232e+18,8.455989140827837440e+18,1.067504795383418880e+19,1.094828326442055475e+19
1.869000000000000020e-06,5.774621316457220096e+18,8.475111348541506560e+18,1.070045446336668058e+19,1.097446458673911808e+19
1.875999999999999911e-06,5.786244173020929024e+18,8.494146121675560960e+18,1.072575153522471117e+19,1.100053376701115597e+19
1.883000000000000013e-06,5.797807174199380992e+18,8.513093529314937856e+18,1.075093917723306803e+19,1.102649080544110797e+19
1.889999999999999904e-06,5.809310448299508736e+18,8.531953640295995392e+18,1.077601739718907290e+19,1.105233570223269274e+19
1.897000000000000006e-06,5.820754123063915520e+18,8.550726523205940224e+18,1.080098620286247322e+19,1.107806845758890189e+19
1.903999999999999897e-06,5.832138325670841344e+18,8.569412246382143488e+18,1.082584560199539507e+19,1.110368907171201638e+19
1.910999999999999999e-06,5.843463182734085120e+18,8.588010877911556096e+18,1.085059560230222234e+19,1.112919754480359424e+19
1.918000000000000102e-06,5.854728820302976000e+18,8.606522485630068736e+18,1.087523621146957414e+19,1.115459387706445824e+19
1.924999999999999781e-06,5.865935363862313984e+18,8.624947137121897472e+18,1.089976743715619430e+19,1.117987806869469594e+19
1.931999999999999883e-06,5.877082938332324864e+18,8.643284899718977536e+18,1.092418928699287552e+19,1.120505011989369446e+19
1.938999999999999985e-06,5.888171668068625408e+18,8.661535840500318208e+18,1.094850176858241024e+19,1.123011003086007501e+19
1.946000000000000088e-06,5.899201676862208000e+18,8.679700026291448832e+18,1.097270488949948621e+19,1.125505780179174810e+19
1.952999999999999767e-06,5.910173087939376128e+18,8.697777523663738880e+18,1.099679865729060864e+19,1.127989343288587469e+19
1.959999999999999869e-06,5.921086023961760768e+18,8.715768398933857280e+18,1.102078307947409203e+19,1.130461692433888461e+19
1.966999999999999971e-06,5.931940607026256896e+18,8.733672718163129344e+18,1.104465816353987379e+19,1.132922827634647450e+19
1.974000000000000074e-06,5.942736958665056256e+18,8.751490547156962304e+18,1.106842391694954496e+19,1.135372748910358118e+19
1.980999999999999753e-06,5.953475199845582848e+18,8.769221951464218624e+18,1.109208034713620480e+19,1.137811456280441242e+19
1.987999999999999855e-06,5.964155450970525696e+18,8.786866996376659968e+18,1.111562746150444032e+19,1.140238949764243456e+19
1.994999999999999957e-06,5.974777831877818368e+18,8.804425746928315392e+18,1.113906526743020749e+19,1.142655229381033165e+19
2.002000000000000060e-06,5.985342461840638976e+18,8.821898267894933504e+18,1.116239377226079232e+19,1.145060295150009754e+19
2.008999999999999739e-06,5.995849459567411200e+18,8.839284623793346560e+18,1.118561298331472691e+19,1.147454147090292122e+19
2.015999999999999841e-06,6.006298943201812480e+18,8.856584878880945152e+18,1.120872290788168499e+19,1.149836785220926054e+19
2.022999999999999943e-06,6.016691030322792448e+18,8.873799097155043328e+18,1.123172355322251674e+19,1.152208209560882381e+19
2.030000000000000046e-06,6.027025837944577024e+18,8.890927342352342016e+18,1.125461492656899277e+19,1.154568420129055744e+19
2.037000000000000148e-06,6.037303482516698112e+18,8.907969677948326912e+18,1.127739703512394957e+19,1.156917416944263782e+19
2.043999999999999827e-06,6.047524079923993600e+18,8.924926167156701184e+18,1.130006988606101914e+19,1.159255200025249587e+19
2.050999999999999929e-06,6.057687745486659584e+18,8.941796872928829440e+18,1.132263348652471501e+19,1.161581769390679654e+19
2.058000000000000032e-06,6.067794593960254464e+18,8.958581857953163264e+18,1.134508784363027046e+19,1.163897125059142861e+19
2.065000000000000134e-06,6.077844739535754240e+18,8.975281184654656512e+18,1.136743296446357914e+19,1.166201267049153741e+19
2.071999999999999813e-06,6.087838295839559680e+18,8.991894915194240000e+18,1.138966885608115814e+19,1.168494195379147776e+19
2.078999999999999915e-06,6.097775375933562880e+18,9.008423111468232704e+18,1.141179552551007027e+19,1.170775910067484672e+19
2.086000000000000018e-06,6.107656092315166720e+18,9.024865835107808256e+18,1.143381297974781542e+19,1.173046411132446515e+19
2.093000000000000120e-06,6.117480556917336064e+18,9.041223147478416384e+18,1.145572122576231014e+19,1.175305698592238797e+19
2.099999999999999799e-06,6.127248881108655104e+18,9.057495109679252480e+18,1.147752027049179546e+19,1.177553772464988979e+19
2.106999999999999901e-06,6.136961175693362176e+18,9.073681782542712832e+18,1.149921012084477133e+19,1.179790632768745472e+19
2.114000000000000004e-06,6.146617550911409152e+18,9.089783226633812992e+18,1.152079078369991885e+19,1.182016279521481933e+19
2.121000000000000106e-06,6.156218116438526976e+18,9.105799502249706496e+18,1.154226226590607565e+19,1.184230712741090714e+19
2.127999999999999785e-06,6.165762981386264576e+18,9.121730669419080704e+18,1.156362457428208026e+19,1.186433932445387981e+19
2.134999999999999888e-06,6.175252254302073856e+18,9.137576787901662208e+18,1.158487771561681920e+19,1.188625938652110234e+19
2.141999999999999990e-06,6.184686043169360896e+18,9.153337917187675136e+18,1.160602169666906317e+19,1.190806731378917581e+19
2.149000000000000092e-06,6.194064455407543296e+18,9.169014116497293312e+18,1.162705652416744858e+19,1.192976310643387597e+19
2.155999999999999771e-06,6.203387597872150528e+18,9.184605444780125184e+18,1.164798220481039360e+19,1.195134676463023514e+19
2.162999999999999874e-06,6.212655576854865920e+18,9.200111960714692608e+18,1.166879874526605722e+19,1.197281828855245005e+19
2.169999999999999976e-06,6.221868498083618816e+18,9.215533722707883008e+18,1.168950615217223680e+19,1.199417767837396173e+19
2.177000000000000078e-06,6.231026466722656256e+18,9.230870788894472192e+18,1.171010443213633126e+19,1.201542493426738995e+19
2.183999999999999757e-06,6.240129587372620800e+18,9.246123217136545792e+18,1.173059359173524685e+19,1.203656005640457216e+19
2.190999999999999860e-06,6.249177964070647808e+18,9.261291065023047680e+18,1.175097363751539917e+19,1.205758304495654912e+19
2.197999999999999962e-06,6.258171700290418688e+18,9.276374389869221888e+18,1.177124457599252275e+19,1.207849390009354650e+19
2.205000000000000064e-06,6.267110898942288896e+18,9.291373248716126208e+18,1.179140641365176934e+19,1.209929262198501786e+19
2.211999999999999743e-06,6.275995662373339136e+18,9.306287698330112000e+18,1.181145915694749082e+19,1.211997921079956480e+19
2.218999999999999846e-06,6.284826092367490048e+18,9.321117795202334720e+18,1.183140281230328627e+19,1.214055366670505370e+19
2.225999999999999948e-06,6.293602290145588224e+18,9.335863595548233728e+18,1.185123738611186893e+19,1.216101598986847437e+19
2.233000000000000050e-06,6.302324356365511680e+18,9.350525155307046912e+18,1.187096288473504358e+19,1.218136618045606502e+19
2.239999999999999729e-06,6.310992391122237440e+18,9.365102530141331456e+18,1.189057931450363290e+19,1.220160423863321190e+19
2.246999999999999832e-06,6.319606493947985920e+18,9.379595775436408832e+18,1.191008668171740570e+19,1.222173016456451482e+19
2.253999999999999934e-06,6.328166763812274176e+18,9.394004946299963392e+18,1.192948499264502170e+19,1.224174395841375437e+19
2.261000000000000036e-06,6.336673299122075648e+18,9.408330097561468928e+18,1.194877425352397414e+19,1.226164562034390221e+19
2.268000000000000139e-06,6.345126197721864192e+18,9.422571283771777024e+18,1.196795447056051814e+19,1.228143515051709645e+19
2.274999999999999818e-06,6.353525556893760512e+18,9.436728559202562048e+18,1.198702564992960512e+19,1.230111254909467443e+19
2.281999999999999920e-06,6.361871473357642752e+18,9.450801977845923840e+18,1.200598779777486029e+19,1.232067781623715430e+19
2.289000000000000022e-06,6.370164043271231488e+18,9.464791593413830656e+18,1.202484092020846797e+19,1.234013095210422067e+19
2.296000000000000125e-06,6.378403362230231040e+18,9.478697459337697280e+18,1.204358502331114906e+19,1.235947195685475328e+19
2.302999999999999804e-06,6.386589525268407296e+18,9.492519628767905792e+18,1.206222011313206272e+19,1.237870083064678400e+19
2.309999999999999906e-06,6.394722626857756672e+18,9.506258154573309952e+18,1.208074619568882893e+19,1.239781757363755213e+19
2.317000000000000008e-06,6.402802760908559360e+18,9.519913089340813312e+18,1.209916327696733798e+19,1.241682218598342861e+19
2.324000000000000111e-06,6.410830020769555456e+18,9.533484485374863360e+18,1.211747136292184064e+19,1.243571466784000410e+19
2.330999999999999790e-06,6.418804499228028928e+18,9.546972394697017344e+18,1.213567045947475558e+19,1.245449501936199475e+19
2.337999999999999892e-06,6.426726288509934592e+18,9.560376869045473280e+18,1.215376057251669402e+19,1.247316324070329958e+19
2.344999999999999994e-06,6.434595480280048640e+18,9.573697959874631680e+18,1.217174170790639002e+19,1.249171933201701069e+19
2.352000000000000097e-06,6.442412165642049536e+18,9.586935718354624512e+18,1.218961387147060634e+19,1.251016329345534566e+19
2.358999999999999776e-06,6.450176435138674688e+18,9.600090195370856448e+18,1.220737706900412621e+19,1.252849512516970086e+19
2.365999999999999878e-06,6.457888378751841280e+18,9.613161441523609600e+18,1.222503130626962227e+19,1.254671482731065754e+19
2.372999999999999980e-06,6.465548085902760960e+18,9.626149507127537664e+18,1.224257658899773235e+19,1.256482240002792243e+19
2.380000000000000083e-06,6.473155645452098560e+18,9.639054442211264512e+18,1.226001292288683008e+19,1.258281784347038106e+19
2.386999999999999762e-06,6.480711145700060160e+18,9.651876296516923392e+18,1.227734031360310682e+19,1.260070115778607104e+19
2.393999999999999864e-06,6.488214674386568192e+18,9.664615119499743232e+18,1.229455876678046310e+19,1.261847234312218829e+19
2.400999999999999967e-06,6.495666318691363840e+18,9.677270960327610368e+18,1.231166828802043699e+19,1.263613139962508902e+19
2.408000000000000069e-06,6.503066165234151424e+18,9.689843867880607744e+18,1.232866888289219174e+19,1.265367832744027955e+19
2.414999999999999748e-06,6.510414300074734592e+18,9.702333890750633984e+18,1.234556055693241754e+19,1.267111312671239987e+19
2.421999999999999850e-06,6.517710808713152512e+18,9.714741077240952832e+18,1.236234331564530893e+19,1.268843579758527693e+19
2.428999999999999953e-06,6.524955776089817088e+18,9.727065475365777408e+18,1.237901716450248294e+19,1.270564634020185088e+19
2.436000000000000055e-06,6.532149286585629696e+18,9.739307132849848320e+18,1.239558210894296883e+19,1.272274475470425293e+19
2.442999999999999734e-06,6.539291424022164480e+18,9.751466097128001536e+18,1.241203815437309338e+19,1.273973104123369267e+19
2.449999999999999836e-06,6.546382271661754368e+18,9.763542415344818176e+18,1.242838530616647475e+19,1.275660519993060352e+19
2.456999999999999939e-06,6.553421912207672320e+18,9.775536134354112512e+18,1.244462356966396109e+19,1.277336723093450547e+19
2.464000000000000041e-06,6.560410427804258304e+18,9.787447300718630912e+18,1.246075295017355674e+19,1.279001713438408499e+19
2.471000000000000143e-06,6.567347900037044224e+18,9.799275960709545984e+18,1.247677345297040179e+19,1.280655491041717043e+19
2.477999999999999822e-06,6.574234409932922880e+18,9.811022160306141184e+18,1.249268508329667379e+19,1.282298055917070131e+19
2.484999999999999925e-06,6.581070037960278016e+18,9.822685945195362304e+18,1.250848784636160819e+19,1.283929408078081434e+19
2.492000000000000027e-06,6.587854864029117440e+18,9.834267360771414016e+18,1.252418174734135706e+19,1.285549547538272256e+19
2.499000000000000129e-06,6.594588967491246080e+18,9.845766452135411712e+18,1.253976679137902592e+19,1.287158474311080346e+19
2.505999999999999808e-06,6.601272427140370432e+18,9.857183264094928896e+18,1.255524298358454682e+19,1.288756188409856205e+19
2.512999999999999911e-06,6.607905321212273664e+18,9.868517841163677696e+18,1.257061032903468442e+19,1.290342689847864320e+19
2.520000000000000013e-06,6.614487727384965120e+18,9.879770227561046016e+18,1.258586883277297050e+19,1.291917978638281114e+19
2.527000000000000115e-06,6.621019722778785792e+18,9.890940467211790336e+18,1.260101849980961792e+19,1.293482054794198630e+19
2.533999999999999794e-06,6.627501383956598784e+18,9.902028603745579008e+18,1.261605933512152883e+19,1.295034918328616960e+19
2.540999999999999897e-06,6.633932786923922432e+18,9.913034680496695296e+18,1.263099134365220250e+19,1.296576569254454886e+19
2.547999999999999999e-06,6.640314007129055232e+18,9.923958740503584768e+18,1.264581453031170867e+19,1.298107007584538624e+19
2.555000000000000101e-06,6.646645119463266304e+18,9.934800826508548096e+18,1.266052889997663642e+19,1.299626233331610829e+19
2.561999999999999780e-06,6.652926198260884480e+18,9.945560980957321216e+18,1.267513445749003878e+19,1.301134246508324045e+19
2.568999999999999883e-06,6.659157317299508224e+18,9.956239245998735360e+18,1.268963120766136525e+19,1.302631047127243571e+19
2.575999999999999985e-06,6.665338549800112128e+18,9.966835663484354560e+18,1.270401915526648832e+19,1.304116635200848282e+19
2.583000000000000087e-06,6.671469968427208704e+18,9.977350274968096768e+18,1.271829830504755405e+19,1.305591010741527962e+19
2.589999999999999766e-06,6.677551645288989696e+18,9.987783121705889792e+18,1.273246866171301478e+19,1.307054173761582080e+19
2.596999999999999869e-06,6.683583651937482752e+18,9.998134244655306752e+18,1.274653022993754726e+19,1.308506124273227571e+19
2.603999999999999971e-06,6.689566059368708096e+18,1.000840368447522611e+19,1.276048301436200755e+19,1.309946862288587366e+19
2.611000000000000073e-06,6.695498938022796288e+18,1.001859148152546509e+19,1.277432701959341056e+19,1.311376387819698381e+19
2.617999999999999752e-06,6.701382357784169472e+18,1.002869767586642739e+19,1.278806225020483789e+19,1.312794700878508237e+19
2.624999999999999855e-06,6.707216387981667328e+18,1.003872230725879603e+19,1.280168871073543782e+19,1.314201801476877926e+19
2.631999999999999957e-06,6.713001097388716032e+18,1.004866541516314829e+19,1.281520640569035981e+19,1.315597689626576077e+19
2.639000000000000060e-06,6.718736554223457280e+18,1.005852703873962803e+19,1.282861533954070938e+19,1.316982365339287142e+19
2.645999999999999738e-06,6.724422826148899840e+18,1.006830721684760986e+19,1.284191551672352154e+19,1.318355828626600346e+19
2.652999999999999841e-06,6.730059980273092608e+18,1.007800598804541030e+19,1.285510694164167680e+19,1.319718079500021555e+19
2.659999999999999943e-06,6.735648083149225984e+18,1.008762339058984550e+19,1.286818961866391347e+19,1.321069117970962637e+19
2.667000000000000046e-06,6.741187200775827456e+18,1.009715946243602637e+19,1.288116355212471910e+19,1.322408944050751078e+19
2.673999999999999724e-06,6.746677398596877312e+18,1.010661424123696538e+19,1.289402874632437350e+19,1.323737557750619955e+19
2.680999999999999827e-06,6.752118741501974528e+18,1.011598776434324480e+19,1.290678520552880947e+19,1.325054959081715712e+19
2.687999999999999929e-06,6.757511293826467840e+18,1.012528006880276480e+19,1.291943293396963942e+19,1.326361148055094477e+19
2.695000000000000032e-06,6.762855119351620608e+18,1.013449119136030515e+19,1.293197193584409805e+19,1.327656124681721651e+19
2.702000000000000134e-06,6.768150281304749056e+18,1.014362116845736960e+19,1.294440221531497267e+19,1.328939888972473549e+19
2.708999999999999813e-06,6.773396842359356416e+18,1.015267003623172710e+19,1.295672377651060531e+19,1.330212440938137190e+19
2.715999999999999915e-06,6.778594864635303936e+18,1.016163783051717837e+19,1.296893662352482099e+19,1.331473780589406618e+19
2.723000000000000018e-06,6.783744409698939904e+18,1.017052458684324659e+19,1.298104076041690112e+19,1.332723907936889242e+19
2.730000000000000120e-06,6.788845538563245056e+18,1.017933034043485594e+19,1.299303619121153638e+19,1.333962822991099494e+19
2.736999999999999799e-06,6.793898311687981056e+18,1.018805512621202022e+19,1.300492291989878579e+19,1.335190525762462310e+19
2.743999999999999901e-06,6.798902788979844096e+18,1.019669897878957466e+19,1.301670095043406643e+19,1.336407016261312102e+19
2.751000000000000004e-06,6.803859029792581632e+18,1.020526193247687475e+19,1.302837028673804288e+19,1.337612294497891328e+19
2.758000000000000106e-06,6.808767092927175680e+18,1.021374402127745638e+19,1.303993093269668454e+19,1.338806360482354995e+19
2.764999999999999785e-06,6.813627036631942144e+18,1.022214527888883302e+19,1.305138289216114688e+19,1.339989214224762675e+19
2.771999999999999887e-06,6.818438918602716160e+18,1.023046573870210048e+19,1.306272616894777549e+19,1.341160855735087309e+19
2.778999999999999990e-06,6.823202795982953472e+18,1.023870543380175872e+19,1.307396076683806106e+19,1.342321285023206605e+19
2.786000000000000092e-06,6.827918725363898368e+18,1.024686439696536166e+19,1.308508668957859226e+19,1.343470502098912051e+19
2.792999999999999771e-06,6.832586762784726016e+18,1.025494266066324070e+19,1.309610394088102502e+19,1.344608506971898470e+19
2.799999999999999873e-06,6.837206963732654080e+18,1.026294025705826714e+19,1.310701252442204774e+19,1.345735299651773440e+19
2.806999999999999976e-06,6.841779383143122944e+18,1.027085721800553882e+19,1.311781244384333824e+19,1.346850880148050739e+19
2.814000000000000078e-06,6.846304075399894016e+18,1.027869357505212826e+19,1.312850370275154534e+19,1.347955248470153830e+19
2.820999999999999757e-06,6.850781094335215616e+18,1.028644935943681229e+19,1.313908630471822950e+19,1.349048404627413811e+19
2.827999999999999859e-06,6.855210493229954048e+18,1.029412460208980582e+19,1.314956025327985050e+19,1.350130348629071053e+19
2.834999999999999962e-06,6.859592324813718528e+18,1.030171933363248333e+19,1.315992555193769984e+19,1.351201080484272333e+19
2.842000000000000064e-06,6.863926641265014784e+18,1.030923358437715149e+19,1.317018220415791104e+19,1.352260600202074931e+19
2.848999999999999743e-06,6.868213494211363840e+18,1.031666738432676250e+19,1.318033021337137971e+19,1.353308907791441306e+19
2.855999999999999845e-06,6.872452934729444352e+18,1.032402076317466829e+19,1.319036958297377587e+19,1.354346003261244621e+19
2.862999999999999948e-06,6.876645013345222656e+18,1.033129375030435840e+19,1.320030031632545587e+19,1.355371886620262605e+19
2.870000000000000050e-06,6.880789780034100224e+18,1.033848637478924698e+19,1.321012241675150336e+19,1.356386557877184717e+19
2.876999999999999729e-06,6.884887284221021184e+18,1.034559866539236966e+19,1.321983588754158797e+19,1.357390017040604979e+19
2.883999999999999831e-06,6.888937574780612608e+18,1.035263065056619725e+19,1.322944073195006771e+19,1.358382264119026278e+19
2.890999999999999934e-06,6.892940700037326848e+18,1.035958235845233254e+19,1.323893695319583949e+19,1.359363299120857088e+19
2.898000000000000036e-06,6.896896707765547008e+18,1.036645381688134656e+19,1.324832455446237594e+19,1.360333122054418432e+19
2.904999999999999715e-06,6.900805645189748736e+18,1.037324505337246925e+19,1.325760353889764557e+19,1.361291732927930163e+19
2.911999999999999817e-06,6.904667558984577024e+18,1.037995609513339904e+19,1.326677390961416602e+19,1.362239131749528986e+19
2.918999999999999920e-06,6.908482495275034624e+18,1.038658696906007142e+19,1.327583566968884019e+19,1.363175318527250022e+19
2.926000000000000022e-06,6.912250499636546560e+18,1.039313770173639475e+19,1.328478882216307302e+19,1.364100293269043405e+19
2.933000000000000125e-06,6.915971617095137280e+18,1.039960831943409254e+19,1.329363337004260557e+19,1.365014055982758093e+19
2.939999999999999803e-06,6.919645892127503360e+18,1.040599884811240038e+19,1.330236931629760717e+19,1.365916606676158259e+19
2.946999999999999906e-06,6.923273368661185536e+18,1.041230931341791232e+19,1.331099666386254848e+19,1.366807945356906906e+19
2.954000000000000008e-06,6.926854090074653696e+18,1.041853974068432896e+19,1.331951541563623629e+19,1.367688072032581222e+19
2.961000000000000111e-06,6.930388099197429760e+18,1.042469015493224448e+19,1.332792557448175002e+19,1.368556986710658458e+19
2.967999999999999789e-06,6.933875438310237184e+18,1.043076058086896435e+19,1.333622714322642330e+19,1.369414689398528410e+19
2.974999999999999892e-06,6.937316149145078784e+18,1.043675104288825344e+19,1.334442012466183168e+19,1.370261180103482163e+19
2.981999999999999994e-06,6.940710272885383168e+18,1.044266156507015987e+19,1.335250452154373325e+19,1.371096458832721101e+19
2.989000000000000097e-06,6.944057850166095872e+18,1.044849217118080205e+19,1.336048033659207270e+19,1.371920525593352192e+19
2.995999999999999775e-06,6.947358921073816576e+18,1.045424288467217203e+19,1.336834757249094042e+19,1.372733380392386355e+19
3.002999999999999878e-06,6.950613525146901504e+18,1.045991372868193690e+19,1.337610623188853965e+19,1.373535023236743987e+19
3.009999999999999980e-06,6.953821701375576064e+18,1.046550472603322573e+19,1.338375631739715994e+19,1.374325454133249229e+19
3.017000000000000083e-06,6.956983488202033152e+18,1.047101589923447603e+19,1.339129783159318118e+19,1.375104673088633651e+19
3.023999999999999762e-06,6.960098923520577536e+18,1.047644727047918797e+19,1.339873077701701222e+19,1.375872680109535642e+19
3.030999999999999864e-06,6.963168044677697536e+18,1.048179886164581376e+19,1.340605515617308058e+19,1.376629475202496717e+19
3.037999999999999966e-06,6.966190888472187904e+18,1.048707069429747917e+19,1.341327097152980992e+19,1.377375058373967053e+19
3.045000000000000069e-06,6.969167491155255296e+18,1.049226278968190157e+19,1.342037822551957914e+19,1.378109429630302003e+19
3.051999999999999748e-06,6.972097888430626816e+18,1.049737516873111347e+19,1.342737692053873869e+19,1.378832588977762509e+19
3.058999999999999850e-06,6.974982115454640128e+18,1.050240785206136218e+19,1.343426705894752666e+19,1.379544536422513459e+19
3.065999999999999952e-06,6.977820206836359168e+18,1.050736085997290906e+19,1.344104864307010560e+19,1.380245271970629222e+19
3.073000000000000055e-06,6.980612196637672448e+18,1.051223421244983706e+19,1.344772167519450112e+19,1.380934795628087910e+19
3.079999999999999734e-06,6.983358118373378048e+18,1.051702792915991962e+19,1.345428615757257933e+19,1.381613107400771379e+19
3.086999999999999836e-06,6.986058005011307520e+18,1.052174202945443226e+19,1.346074209242007552e+19,1.382280207294468710e+19
3.093999999999999938e-06,6.988711888972399616e+18,1.052637653236799078e+19,1.346708948191647744e+19,1.382936095314876416e+19
3.101000000000000041e-06,6.991319802130805760e+18,1.053093145661840589e+19,1.347332832820510515e+19,1.383580771467591680e+19
3.107999999999999720e-06,6.993881775813978112e+18,1.053540682060650906e+19,1.347945863339301888e+19,1.384214235758121165e+19
3.114999999999999822e-06,6.996397840802782208e+18,1.053980264241599488e+19,1.348548039955103334e+19,1.384836488191874048e+19
3.121999999999999924e-06,6.998868027331553280e+18,1.054411893981330227e+19,1.349139362871367680e+19,1.385447528774167962e+19
3.129000000000000027e-06,7.001292365088215040e+18,1.054835573024742195e+19,1.349719832287921357e+19,1.386047357510222029e+19
3.136000000000000129e-06,7.003670883214357504e+18,1.055251303084976538e+19,1.350289448400953549e+19,1.386635974405162598e+19
3.142999999999999808e-06,7.006003610305323008e+18,1.055659085843405210e+19,1.350848211403025203e+19,1.387213379464020582e+19
3.149999999999999910e-06,7.008290574410302464e+18,1.056058922949610701e+19,1.351396121483060224e+19,1.387779572691732275e+19
3.157000000000000013e-06,7.010531803032386560e+18,1.056450816021378662e+19,1.351933178826343014e+19,1.388334554093137715e+19
3.164000000000000115e-06,7.012727323128705024e+18,1.056834766644678246e+19,1.352459383614521958e+19,1.388878323672984781e+19
3.170999999999999794e-06,7.014877161110447104e+18,1.057210776373653299e+19,1.352974736025602458e+19,1.389410881435922637e+19
3.177999999999999896e-06,7.016981342842981376e+18,1.057578846730609459e+19,1.353479236233949184e+19,1.389932227386507059e+19
3.184999999999999999e-06,7.019039893645923328e+18,1.057938979205995725e+19,1.353972884410280141e+19,1.390442361529198592e+19
3.192000000000000101e-06,7.021052838293199872e+18,1.058291175258399539e+19,1.354455680721669325e+19,1.390941283868362342e+19
3.198999999999999780e-06,7.023020201013148672e+18,1.058635436314528973e+19,1.354927625331541606e+19,1.391428994408268390e+19
3.205999999999999882e-06,7.024942005488568320e+18,1.058971763769204531e+19,1.355388718399673139e+19,1.391905493153089946e+19
3.212999999999999985e-06,7.026818274856796160e+18,1.059300158985343795e+19,1.355838960082188902e+19,1.392370780106908877e+19
3.220000000000000087e-06,7.028649031709804544e+18,1.059620623293952205e+19,1.356278350531562086e+19,1.392824855273705267e+19
3.226999999999999766e-06,7.030434298094208000e+18,1.059933157994112205e+19,1.356706889896610816e+19,1.393267718657369907e+19
3.233999999999999868e-06,7.032174095511414784e+18,1.060237764352971366e+19,1.357124578322499174e+19,1.393699370261694464e+19
