x,t=steady
1.449512562814070111e-03,5.939850637335184384e+18
1.479648241206030050e-03,5.820234871620850688e+18
1.509783919597989773e-03,5.703027782237350912e+18
1.539919597989949712e-03,5.588180864131958784e+18
1.570055276381909434e-03,5.475646588942790656e+18
1.600190954773869157e-03,5.365378385328678912e+18
1.630326633165829096e-03,5.257330619695028224e+18
1.660462311557788818e-03,5.151458577307670528e+18
1.690597989949748541e-03,5.047718443786805248e+18
1.720733668341708480e-03,4.946067286973494272e+18
1.750869346733668203e-03,4.846463039161123840e+18
1.781005025125627925e-03,4.748864479684419584e+18
1.811140703517587864e-03,4.653231217858979840e+18
1.841276381909547587e-03,4.559523676264036352e+18
1.871412060301507309e-03,4.467703074361670144e+18
1.901547738693467248e-03,4.377731412445660672e+18
1.931683417085426971e-03,4.289571455913272832e+18
1.961819095477386910e-03,4.203186719853479936e+18
1.991954773869346416e-03,4.118541453945292800e+18
2.022090452261306355e-03,4.035600627659822592e+18
2.052226130653266294e-03,3.954329915760024064e+18
2.082361809045225800e-03,3.874695684092093952e+18
2.112497487437185739e-03,3.796664975662551040e+18
2.142633165829145678e-03,3.720205496995348480e+18
2.172768844221105184e-03,3.645285604763239936e+18
2.202904522613065123e-03,3.571874292687865344e+18
2.233040201005025063e-03,3.499941178703191552e+18
2.263175879396984568e-03,3.429456492376878592e+18
2.293311557788944507e-03,3.360391062584339456e+18
2.323447236180904447e-03,3.292716305430471680e+18
2.353582914572863952e-03,3.226404212413904384e+18
2.383718592964823892e-03,3.161427338828859392e+18
2.413854271356783831e-03,3.097758792399873536e+18
2.443989949748743336e-03,3.035372222144525312e+18
2.474125628140703276e-03,2.974241807459558400e+18
