x,t=steady
8.643812709030101415e-07,1.580256871850972570e+19
8.743143812709030623e-07,1.580256870246189466e+19
8.842474916387960889e-07,1.580256868641400218e+19
8.941806020066890097e-07,1.580256867036601549e+19
9.041137123745820364e-07,1.580256865431797555e+19
9.140468227424749572e-07,1.580256863826983731e+19
9.239799331103679839e-07,1.580256862222164582e+19
9.339130434782609046e-07,1.580256860617337037e+19
9.438461538461539313e-07,1.580256859012503962e+19
9.537792642140467462e-07,1.580256857407661261e+19
9.637123745819397729e-07,1.580256855802813030e+19
9.736454849498327996e-07,1.580256854197956813e+19
9.835785953177258262e-07,1.580256852593093427e+19
9.935117056856186411e-07,1.580256850988221850e+19
1.003444816053511668e-06,1.580256849383342694e+19
1.013377926421404694e-06,1.580256847778456986e+19
1.023311036789297721e-06,1.580256846173564109e+19
1.033244147157190536e-06,1.580256844568663040e+19
1.043177257525083563e-06,1.580256842963755213e+19
1.053110367892976589e-06,1.580256841358839808e+19
1.063043478260869616e-06,1.580256839753917030e+19
1.072976588628762431e-06,1.580256838148986880e+19
1.082909698996655458e-06,1.580256836544049562e+19
1.092842809364548484e-06,1.580256834939104870e+19
1.102775919732441511e-06,1.580256833334151782e+19
1.112709030100334326e-06,1.580256831729192141e+19
1.122642140468227353e-06,1.580256830124225331e+19
1.132575250836120379e-06,1.580256828519250125e+19
1.142508361204013406e-06,1.580256826914268979e+19
1.152441471571906433e-06,1.580256825309279846e+19
1.162374581939799248e-06,1.580256823704284570e+19
1.172307692307692274e-06,1.580256822099282125e+19
1.182240802675585301e-06,1.580256820494271898e+19
1.192173913043478328e-06,1.580256818889254912e+19
1.202107023411371142e-06,1.580256817284230963e+19
1.212040133779264169e-06,1.580256815679200051e+19
1.221973244147157196e-06,1.580256814074160742e+19
1.231906354515050222e-06,1.580256812469115494e+19
1.241839464882943037e-06,1.580256810864062669e+19
1.251772575250836064e-06,1.580256809259001856e+19
1.261705685618729091e-06,1.580256807653934285e+19
1.271638795986622117e-06,1.580256806048858931e+19
1.281571906354514932e-06,1.580256804443775590e+19
1.291505016722407959e-06,1.580256802838685286e+19
1.301438127090300986e-06,1.580256801233588634e+19
1.311371237458194012e-06,1.580256799628483584e+19
1.321304347826087039e-06,1.580256798023371981e+19
1.331237458193979854e-06,1.580256796418251776e+19
1.341170568561872881e-06,1.580256794813124608e+19
1.351103678929765907e-06,1.580256793207990272e+19
1.361036789297658934e-06,1.580256791602848563e+19
1.370969899665551749e-06,1.580256789997698662e+19
1.380903010033444775e-06,1.580256788392543027e+19
1.390836120401337802e-06,1.580256786787378995e+19
1.400769230769230829e-06,1.580256785182207386e+19
1.410702341137123644e-06,1.580256783577028608e+19
1.420635451505016670e-06,1.580256781971841229e+19
1.430568561872909697e-06,1.580256780366647910e+19
1.440501672240802724e-06,1.580256778761445171e+19
1.450434782608695539e-06,1.580256777156236902e+19
1.460367892976588565e-06,1.580256775551020646e+19
1.470301003344481592e-06,1.580256773945797222e+19
1.480234113712374619e-06,1.580256772340567040e+19
1.490167224080267645e-06,1.580256770735328666e+19
1.500100334448160460e-06,1.580256769130083533e+19
1.510033444816053487e-06,1.580256767524830413e+19
1.519966555183946514e-06,1.580256765919571149e+19
1.529899665551839540e-06,1.580256764314304102e+19
1.539832775919732355e-06,1.580256762709028659e+19
1.549765886287625382e-06,1.580256761103748506e+19
1.559698996655518409e-06,1.580256759498458931e+19
1.569632107023411435e-06,1.580256757893162598e+19
1.579565217391304250e-06,1.580256756287859302e+19
1.589498327759197277e-06,1.580256754682549658e+19
1.599431438127090303e-06,1.580256753077230182e+19
1.609364548494983330e-06,1.580256751471905792e+19
1.619297658862876145e-06,1.580256749866571981e+19
1.629230769230769172e-06,1.580256748261231002e+19
1.639163879598662198e-06,1.580256746655883059e+19
1.649096989966555225e-06,1.580256745050526925e+19
1.659030100334448252e-06,1.580256743445163622e+19
1.668963210702341067e-06,1.580256741839792538e+19
1.678896321070234093e-06,1.580256740234414285e+19
1.688829431438127120e-06,1.580256738629029478e+19
1.698762541806020147e-06,1.580256737023634842e+19
1.708695652173912962e-06,1.580256735418235085e+19
1.718628762541805988e-06,1.580256733812826522e+19
1.728561872909699015e-06,1.580256732207411814e+19
1.738494983277592042e-06,1.580256730601988710e+19
1.748428093645484856e-06,1.580256728996559462e+19
1.758361204013377883e-06,1.580256727391122432e+19
1.768294314381270910e-06,1.580256725785678438e+19
1.778227424749163936e-06,1.580256724180225434e+19
1.788160535117056963e-06,1.580256722574766080e+19
1.798093645484949778e-06,1.580256720969300173e+19
1.808026755852842805e-06,1.580256719363825459e+19
1.817959866220735831e-06,1.580256717758345216e+19
1.827892976588628858e-06,1.580256716152856781e+19
1.837826086956521673e-06,1.580256714547361792e+19
1.847759197324414700e-06,1.580256712941859226e+19
1.857692307692307726e-06,1.580256711336349696e+19
1.867625418060200753e-06,1.580256709730831360e+19
1.877558528428093568e-06,1.580256708125306061e+19
1.887491638795986595e-06,1.580256706519773389e+19
1.897424749163879621e-06,1.580256704914233754e+19
1.907357859531772648e-06,1.580256703308685107e+19
1.917290969899665463e-06,1.580256701703129907e+19
1.927224080267558701e-06,1.580256700097566515e+19
1.937157190635451516e-06,1.580256698491995955e+19
1.947090301003344755e-06,1.580256696886418022e+19
